lambda,rep,congestion_prom,congestion_freq,montevideo_prom,montevideo_freq,rio_prom,rio_freq,tormenta_prom,tormenta_freq,atraso_prom
0.2,26,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,27,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,28,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,29,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,30,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,31,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,32,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,33,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,34,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,35,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,36,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,37,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,38,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,39,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,40,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,41,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,42,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,43,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,44,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,45,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,46,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,47,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,48,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.2,49,1.4194444444444445,0.8185185185185185,27.616666666666667,0.9092592592592592,0.0,0.0,0.0,0.0,24.408823529411762
0.5,0,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,1,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,2,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,3,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,4,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,5,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,6,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,7,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,8,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,9,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,10,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,11,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,12,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,13,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,14,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,15,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,16,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,17,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,18,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,19,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,20,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,21,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,22,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,23,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,24,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,25,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,26,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,27,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,28,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,29,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,30,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,31,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,32,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,33,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,34,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,35,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,36,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,37,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,38,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,39,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,40,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,41,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,42,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,43,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,44,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,45,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,46,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,47,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,48,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
0.5,49,2.7648148148148146,0.9981481481481481,180.5425925925926,0.9907407407407407,0.0,0.0,0.0,0.0,47.08299319727893
1.0,0,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,1,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,2,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,3,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,4,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,5,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,6,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,7,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,8,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,9,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,10,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,11,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,12,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,13,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,14,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,15,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,16,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,17,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,18,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,19,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,20,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,21,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,22,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,23,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,24,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,25,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,26,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,27,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,28,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,29,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,30,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,31,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,32,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,33,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,34,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,35,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,36,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,37,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,38,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,39,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,40,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,41,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,42,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,43,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,44,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,45,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,46,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,47,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,48,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
1.0,49,2.8472222222222223,0.9990740740740741,453.8,0.9972222222222222,0.0,0.0,0.0,0.0,61.149668874172214
